genre1,genre2,count
ambient,punk,1
ambient,medieval,1
ambient,crust,1
ambient,trance,1
ambient,classical,1
ambient,post-rock,1
ambient,viking,1
ambient,grindcore,1
ambient,middle,1
ambient,eastern,1
ambient,egyptian,1
ambient,dungeon,1
ambient,synth,1
ambient,stoner,1
ambient,heavy,1
ambient,martial,1
ambient,darkwave,1
ambient,epic,1
ambient,ritual,1
ambient,power,1
symphonic,middle-eastern,1
symphonic,shred,1
symphonic,groove,1
symphonic,operatic,1
symphonic,opera,1
symphonic,acoustic,1
symphonic,alternative,1
symphonic,technical,1
symphonic,orchestral,1
symphonic,post-black,1
symphonic,indie,1
symphonic,brutal,1
symphonic,djent,1
symphonic,dark,1
symphonic,middle,1
symphonic,eastern,1
symphonic,ethnic,1
symphonic,music,1
symphonic,soundtrack,1
gothic,world,1
gothic,music,1
gothic,speed,1
gothic,pop,1
gothic,crust,1
gothic,middle-eastern,1
gothic,post-metal,1
gothic,psychedelic,1
gothic,oi!,1
gothic,rac,1
gothic,middle,1
gothic,eastern,1
gothic,groove,1
gothic,pagan,1
gothic,punk,1
groove,rac,1
groove,symphonic,1
groove,blackened,1
groove,psychedelic,1
groove,dark,1
groove,gothic,1
groove,various,1
groove,pop,1
deathcore,folk,1
deathcore,post-rock,1
deathcore,doom,1
deathcore,experimental,1
deathcore,crust,1
power,noise,1
power,electronics,1
power,extreme,1
power,avant-garde,1
power,post-rock,1
power,blues,1
power,fusion,1
power,eastern,1
power,grindcore,1
power,cappella,1
power,ethnic,1
power,music,1
power,ambient,1
progressive,crossover,1
progressive,art,1
progressive,middle-eastern,1
progressive,drone,1
progressive,jazzy,1
progressive,operatic,1
progressive,celtic,1
progressive,electronica,1
progressive,aor,1
progressive,acoustic,1
progressive,post-doom,1
progressive,hardcore,1
progressive,funeral,1
progressive,orchestral,1
progressive,mathcore,1
progressive,jazz-fusion,1
progressive,nwobhm,1
progressive,punk,1
progressive,oriental,1
progressive,pagan,1
heavy,various,1
heavy,crustcore,1
heavy,drone,1
heavy,blues,1
heavy,operatic,1
heavy,grindcore,1
heavy,opera,1
heavy,classical,1
heavy,new,1
heavy,wave,1
heavy,fusion,1
heavy,roll,1
heavy,crust,1
heavy,eastern,1
heavy,ambient,1
heavy,goregrind,1
heavy,oi!,1
heavy,techno,1
heavy,deathrock,1
heavy,technical,1
heavy,latin,1
hardcore,raw,1
hardcore,avant-garde,1
hardcore,post-hardcore,1
hardcore,powerviolence,1
hardcore,technical,1
hardcore,progressive,1
hardcore,post-rock,1
hardcore,post-metal,1
hardcore,blackened,1
hardcore,nu-metal,1
hardcore,hard,1
hardcore,rock,1
hardcore,latin,1
sludge,noisecore,1
sludge,alternative,1
sludge,epic,1
sludge,raw,1
sludge,technical,1
sludge,mathcore,1
brutal,trip,1
brutal,hop,1
brutal,nu-metal,1
brutal,blackened,1
brutal,crossover,1
brutal,punk,1
brutal,symphonic,1
atmospheric,experimental,1
atmospheric,stoner,1
atmospheric,industrial,1
atmospheric,darkwave,1
atmospheric,trance,1
atmospheric,blackened,1
atmospheric,classical,1
atmospheric,acoustic,1
atmospheric,extreme,1
atmospheric,djent,1
atmospheric,speed,1
atmospheric,punk,1
atmospheric,electronic,1
atmospheric,neofolk,1
post-metal,psychedelic,1
post-metal,melodic,1
post-metal,electronic,1
post-metal,death,1
post-metal,gothic,1
post-metal,crust,1
post-metal,mathcore,1
post-metal,experimental,1
post-metal,punk,1
post-metal,hardcore,1
post-metal,funeral,1
post-metal,post-black,1
pagan,raw,1
pagan,neofolk,1
pagan,blackened,1
pagan,rock,1
pagan,gothic,1
pagan,various,1
pagan,progressive,1
avant-garde,fusion,1
avant-garde,hardcore,1
avant-garde,punk,1
avant-garde,post-hardcore,1
avant-garde,roll,1
avant-garde,dark,1
avant-garde,power,1
avant-garde,post-black,1
avant-garde,various,1
avant-garde,operatic,1
avant-garde,stoner,1
avant-garde,funeral,1
avant-garde,cybergrind,1
avant-garde,post-rock,1
avant-garde,epic,1
raw,harsh,1
raw,hardcore,1
raw,pagan,1
raw,viking,1
raw,sludge,1
raw,funeral,1
raw,rock,1
raw,thrash,1
noise,harsh,1
noise,power,1
noise,electronics,1
noise,crossover,1
noise,folk,1
noise,electronic,1
noise,metalcore,1
noise,funeral,1
shred,symphonic,1
shred,alternative,1
shred,acoustic,1
shred,death,1
shred,oriental,1
post-black,avant-garde,1
post-black,drone,1
post-black,grindcore,1
post-black,symphonic,1
post-black,indie,1
post-black,post-hardcore,1
post-black,dark,1
post-black,folk,1
post-black,metalcore,1
post-black,post-metal,1
shoegaze,post-punk,1
shoegaze,melodic,1
shoegaze,death,1
shoegaze,blackened,1
shoegaze,drone,1
shoegaze,doom,1
shoegaze,grindcore,1
shoegaze,crust,1
funk,doom,1
funk,death,1
crossover,thrashcore,1
crossover,progressive,1
crossover,technical,1
crossover,noise,1
crossover,brutal,1
crossover,nu-metal,1
crossover,metalcore,1
crossover,electronic,1
crossover,black,1
thrashcore,crossover,1
thrashcore,industrial,1
thrashcore,punk,1
thrashcore,grindcore,1
thrashcore,experimental,1
rock,celtic,1
rock,art,1
rock,post-punk,1
rock,jazzy,1
rock,pagan,1
rock,new,1
rock,wave,1
rock,neofolk,1
rock,oi!,1
rock,drone,1
rock,space,1
rock,raw,1
rock,indie,1
rock,viking,1
rock,technical,1
rock,goregrind,1
rock,jazz,1
rock,techno,1
rock,medieval,1
rock,hardcore,1
rock,latin,1
speed,gothic,1
speed,pop,1
speed,synthwave,1
speed,viking,1
speed,atmospheric,1
speed,glam,1
blackened,roll,1
blackened,drone,1
blackened,shoegaze,1
blackened,pagan,1
blackened,atmospheric,1
blackened,experimental,1
blackened,groove,1
blackened,brutal,1
blackened,electronic,1
blackened,hardcore,1
blackened,deathrock,1
blackened,stoner,1
crust,epic,1
crust,dark,1
crust,ambient,1
crust,gothic,1
crust,post-metal,1
crust,heavy,1
crust,shoegaze,1
crust,deathcore,1
punk,ambient,1
punk,horror,1
punk,alternative,1
punk,avant-garde,1
punk,post-hardcore,1
punk,crustcore,1
punk,thrashcore,1
punk,brutal,1
punk,post-metal,1
punk,atmospheric,1
punk,nwobhm,1
punk,progressive,1
punk,nu-metal,1
punk,ska,1
punk,gothic,1
punk,metalcore,1
punk,southern,1
pop,speed,1
pop,gothic,1
pop,new,1
pop,wave,1
pop,groove,1
pop,experimental,1
pop,glam,1
depressive,post-punk,1
depressive,epic,1
depressive,drone,1
celtic,rock,1
celtic,progressive,1
folk,psychedelic,1
folk,deathcore,1
folk,grindcore,1
folk,funeral,1
folk,oi!,1
folk,rac,1
folk,drone,1
folk,darkwave,1
folk,dungeon,1
folk,synth,1
folk,noise,1
folk,post-rock,1
folk,post-black,1
folk,various,1
folk,classical,1
folk,electronica,1
grindcore,stoner,1
grindcore,various,1
grindcore,drone,1
grindcore,folk,1
grindcore,heavy,1
grindcore,jazz,1
grindcore,thrashcore,1
grindcore,ambient,1
grindcore,post-black,1
grindcore,shoegaze,1
grindcore,power,1
grindcore,bossa,1
grindcore,nova,1
hard,blues,1
hard,alternative,1
hard,new,1
hard,wave,1
hard,grunge,1
hard,electronic,1
hard,oi!,1
hard,rac,1
hard,fusion,1
hard,techno,1
hard,hardcore,1
hard,latin,1
nwobhm,progressive,1
nwobhm,punk,1
nwobhm,doom,1
dark,medieval,1
dark,crust,1
dark,avant-garde,1
dark,gothiс,1
dark,groove,1
dark,neoclassical,1
dark,extreme,1
dark,post-black,1
dark,symphonic,1
experimental,atmospheric,1
experimental,electronica,1
experimental,classical,1
experimental,various,1
experimental,alternative,1
experimental,post-hardcore,1
experimental,epic,1
experimental,blackened,1
experimental,trip,1
experimental,hop,1
experimental,deathcore,1
experimental,neoclassical,1
experimental,thrashcore,1
experimental,post-rock,1
experimental,post-metal,1
experimental,pop,1
experimental,post-punk,1
experimental,jazz,1
drone,blackened,1
drone,electronic,1
drone,grindcore,1
drone,heavy,1
drone,progressive,1
drone,melodic,1
drone,fusion,1
drone,shoegaze,1
drone,thrash,1
drone,folk,1
drone,post-black,1
drone,rock,1
drone,psychedelic,1
drone,depressive,1
noisecore,sludge,1
post-rock,deathcore,1
post-rock,djent,1
post-rock,electronic,1
post-rock,melodic,1
post-rock,funeral,1
post-rock,ambient,1
post-rock,power,1
post-rock,thrash,1
post-rock,hardcore,1
post-rock,experimental,1
post-rock,folk,1
post-rock,industrial,1
post-rock,electronica,1
post-rock,psychedelic,1
post-rock,avant-garde,1
epic,crust,1
epic,acoustic,1
epic,metalcore,1
epic,medieval,1
epic,sludge,1
epic,experimental,1
epic,depressive,1
epic,darkwave,1
epic,ambient,1
epic,avant-garde,1
middle,thrash,1
middle,melodic,1
middle,gothic,1
middle,egyptian,1
middle,ambient,1
middle,doom,1
middle,industrial,1
middle,symphonic,1
eastern,thrash,1
eastern,melodic,1
eastern,gothic,1
eastern,egyptian,1
eastern,ambient,1
eastern,doom,1
eastern,industrial,1
eastern,heavy,1
eastern,power,1
eastern,symphonic,1
electronic,darkwave,1
electronic,drone,1
electronic,post-metal,1
electronic,post-rock,1
electronic,melodic,1
electronic,hard,1
electronic,blackened,1
electronic,noise,1
electronic,cybergrind,1
electronic,alternative,1
electronic,atmospheric,1
electronic,crossover,1
electronic,goregrind,1
extreme,power,1
extreme,thrash,1
extreme,atmospheric,1
extreme,dark,1
extreme,doom,1
extreme,melodic,1
funeral,stoner,1
funeral,melodic,1
funeral,post-rock,1
funeral,raw,1
funeral,folk,1
funeral,neoclassical,1
funeral,progressive,1
funeral,post-metal,1
funeral,avant-garde,1
funeral,noise,1
southern,death,1
southern,punk,1
southern,grunge,1
industrial,darkwave,1
industrial,atmospheric,1
industrial,technical,1
industrial,thrashcore,1
industrial,electro,1
industrial,middle,1
industrial,eastern,1
industrial,martial,1
industrial,post-rock,1
industrial,electronica,1
industrial,cybergrind,1
psychedelic,folk,1
psychedelic,post-metal,1
psychedelic,gothic,1
psychedelic,blues,1
psychedelic,groove,1
psychedelic,space,1
psychedelic,drone,1
psychedelic,post-rock,1
psychedelic,glam,1
neoclassical,darkwave,1
neoclassical,funeral,1
neoclassical,experimental,1
neoclassical,dark,1
neoclassical,blues,1
neoclassical,melodic,1
rac,melodic,1
rac,groove,1
rac,hard,1
rac,gothic,1
rac,folk,1
jazz,latin,1
jazz,grindcore,1
jazz,melodic,1
jazz,rock,1
jazz,experimental,1
jazz,black,1
fusion,avant-garde,1
fusion,drone,1
fusion,doom,1
fusion,heavy,1
fusion,technical,1
fusion,blues,1
fusion,power,1
fusion,hard,1
fusion,black,1
goregrind,cybergrind,1
goregrind,black,1
goregrind,heavy,1
goregrind,rock,1
goregrind,neofolk,1
goregrind,electronic,1
alternative,sludge,1
alternative,metalcore,1
alternative,punk,1
alternative,experimental,1
alternative,post-hardcore,1
alternative,hard,1
alternative,shred,1
alternative,symphonic,1
alternative,electronic,1
grunge,stoner,1
grunge,hard,1
grunge,black,1
grunge,death,1
grunge,southern,1
post-hardcore,hardcore,1
post-hardcore,punk,1
post-hardcore,alternative,1
post-hardcore,avant-garde,1
post-hardcore,experimental,1
post-hardcore,doom,1
post-hardcore,post-black,1
post-hardcore,thrash,1
roll,blackened,1
roll,avant-garde,1
roll,heavy,1
glam,speed,1
glam,psychedelic,1
glam,pop,1
medieval,death,1
medieval,dark,1
medieval,ambient,1
medieval,epic,1
medieval,doom,1
medieval,rock,1
neofolk,pagan,1
neofolk,rock,1
neofolk,acoustic,1
neofolk,viking,1
neofolk,goregrind,1
neofolk,atmospheric,1
viking,raw,1
viking,speed,1
viking,doom,1
viking,ambient,1
viking,rock,1
viking,metalcore,1
viking,neofolk,1
darkwave,industrial,1
darkwave,electronic,1
darkwave,world,1
darkwave,music,1
darkwave,neoclassical,1
darkwave,atmospheric,1
darkwave,folk,1
darkwave,ambient,1
darkwave,epic,1
electronica,experimental,1
electronica,progressive,1
electronica,industrial,1
electronica,post-rock,1
electronica,folk,1
world,gothic,1
world,darkwave,1
world,music,1
music,gothic,1
music,darkwave,1
music,world,1
music,symphonic,1
music,power,1
music,ethnic,1
harsh,raw,1
harsh,black,1
harsh,noise,1
classical,experimental,1
classical,heavy,1
classical,ambient,1
classical,atmospheric,1
classical,orchestral,1
classical,melodic,1
classical,folk,1
acoustic,melodic,1
acoustic,epic,1
acoustic,symphonic,1
acoustic,progressive,1
acoustic,shred,1
acoustic,neofolk,1
acoustic,atmospheric,1
acoustic,doom,1
art,progressive,1
art,rock,1
various,heavy,1
various,experimental,1
various,grindcore,1
various,avant-garde,1
various,pagan,1
various,folk,1
various,black,1
various,groove,1
latin,death,1
latin,jazz,1
latin,heavy,1
latin,hardcore,1
latin,hard,1
latin,rock,1
electronics,death,1
electronics,black,1
electronics,noise,1
electronics,power,1
post-punk,depressive,1
post-punk,rock,1
post-punk,shoegaze,1
post-punk,experimental,1
powerviolence,metalcore,1
powerviolence,black,1
powerviolence,hardcore,1
powerviolence,doom,1
horror,punk,1
horror,death,1
djent,post-rock,1
djent,technical,1
djent,atmospheric,1
djent,doom,1
djent,symphonic,1
djent,black,1
middle-eastern,symphonic,1
middle-eastern,progressive,1
middle-eastern,gothic,1
middle-eastern,doom,1
crustcore,heavy,1
crustcore,punk,1
crustcore,melodic,1
crustcore,death,1
synthwave,black,1
synthwave,speed,1
trance,atmospheric,1
trance,black,1
trance,ambient,1
breakcore,doom,1
breakcore,death,1
blues,hard,1
blues,heavy,1
blues,stoner,1
blues,psychedelic,1
blues,neoclassical,1
blues,fusion,1
blues,power,1
jazzy,progressive,1
jazzy,rock,1
operatic,progressive,1
operatic,symphonic,1
operatic,heavy,1
operatic,avant-garde,1
grind,death,1
dungeon,ambient,1
dungeon,folk,1
synth,ambient,1
synth,folk,1
opera,symphonic,1
opera,heavy,1
trip,technical,1
trip,brutal,1
trip,death,1
trip,experimental,1
trip,hop,1
hop,technical,1
hop,brutal,1
hop,death,1
hop,experimental,1
hop,trip,1
new,pop,1
new,wave,1
new,heavy,1
new,hard,1
new,rock,1
wave,pop,1
wave,new,1
wave,heavy,1
wave,hard,1
wave,rock,1
nu-metal,brutal,1
nu-metal,hardcore,1
nu-metal,punk,1
nu-metal,crossover,1
nu-metal,melodic,1
cybergrind,goregrind,1
cybergrind,black,1
cybergrind,avant-garde,1
cybergrind,industrial,1
cybergrind,death,1
cybergrind,electronic,1
ebm,black,1
ebm,electro,1
aor,progressive,1
aor,melodic,1
core,thrash,1
gothiс,doom,1
gothiс,dark,1
oi!,hard,1
oi!,rock,1
oi!,gothic,1
oi!,folk,1
oi!,black,1
oi!,heavy,1
post-doom,progressive,1
post-doom,death,1
egyptian,middle,1
egyptian,eastern,1
egyptian,ambient,1
electro,ebm,1
electro,industrial,1
space,psychedelic,1
space,doom,1
space,rock,1
orchestral,progressive,1
orchestral,death,1
orchestral,classical,1
orchestral,symphonic,1
mathcore,progressive,1
mathcore,sludge,1
mathcore,post-metal,1
indie,symphonic,1
indie,post-black,1
indie,rock,1
psychobilly,death,1
psychobilly,black,1
jazz-fusion,progressive,1
cappella,power,1
ska,thrash,1
ska,punk,1
martial,industrial,1
martial,ambient,1
bossa,death,1
bossa,grindcore,1
bossa,nova,1
nova,death,1
nova,grindcore,1
nova,bossa,1
post-,doom,1
oriental,progressive,1
oriental,shred,1
techno,heavy,1
techno,hard,1
techno,rock,1
deathrock,blackened,1
deathrock,doom,1
deathrock,heavy,1
ethnic,symphonic,1
ethnic,power,1
ethnic,music,1
ritual,black,1
ritual,ambient,1
soundtrack,symphonic,1
